X,Y,Z,Rotation,Data,Unit
180.0,0.0,-40.0,80.0,44.180,G
160.0,0.0,-40.0,80.0,58.105,G
140.0,0.0,-40.0,80.0,76.503,G
120.0,0.0,-40.0,80.0,100.184,G
100.0,0.0,-40.0,80.0,125.753,G
80.0,0.0,-40.0,80.0,149.213,G
60.0,0.0,-40.0,80.0,165.181,G
40.0,0.0,-40.0,80.0,173.581,G
20.0,0.0,-40.0,80.0,177.371,G
0.0,0.0,-40.0,80.0,178.179,G
-20.0,0.0,-40.0,80.0,177.427,G
-40.0,0.0,-40.0,80.0,173.170,G
-60.0,0.0,-40.0,80.0,163.807,G
-80.0,0.0,-40.0,80.0,146.987,G
-100.0,0.0,-40.0,80.0,122.803,G
-120.0,0.0,-40.0,80.0,96.928,G
-140.0,0.0,-40.0,80.0,74.322,G
-160.0,0.0,-40.0,80.0,56.480,G
-180.0,0.0,-40.0,80.0,3.153,G
-200.0,0.0,-40.0,80.0,33.373,G
-220.0,0.0,-40.0,80.0,26.158,G
-240.0,0.0,-40.0,80.0,20.459,G
-260.0,0.0,-40.0,80.0,16.354,G
-280.0,0.0,-40.0,80.0,13.323,G
-300.0,0.0,-40.0,80.0,10.505,G
-320.0,0.0,-40.0,80.0,8.724,G
-340.0,0.0,-40.0,80.0,7.088,G
-360.0,0.0,-40.0,80.0,5.700,G
-380.0,0.0,-40.0,80.0,4.821,G
-400.0,0.0,-40.0,80.0,3.934,G
-400.0,0.0,-20.0,80.0,3.884,G
-380.0,0.0,-20.0,80.0,4.502,G
-360.0,0.0,-20.0,80.0,5.486,G
-340.0,0.0,-20.0,80.0,7.182,G
-320.0,0.0,-20.0,80.0,8.848,G
-300.0,0.0,-20.0,80.0,10.827,G
-280.0,0.0,-20.0,80.0,13.506,G
-260.0,0.0,-20.0,80.0,16.745,G
-240.0,0.0,-20.0,80.0,21.073,G
-220.0,0.0,-20.0,80.0,26.979,G
-200.0,0.0,-20.0,80.0,34.441,G
-180.0,0.0,-20.0,80.0,44.530,G
-160.0,0.0,-20.0,80.0,58.308,G
-140.0,0.0,-20.0,80.0,76.370,G
-120.0,0.0,-20.0,80.0,98.768,G
-100.0,0.0,-20.0,80.0,124.029,G
-80.0,0.0,-20.0,80.0,147.232,G
-60.0,0.0,-20.0,80.0,163.848,G
-40.0,0.0,-20.0,80.0,172.947,G
-20.0,0.0,-20.0,80.0,177.079,G
0.0,0.0,-20.0,80.0,178.424,G
20.0,0.0,-20.0,80.0,177.901,G
40.0,0.0,-20.0,80.0,173.963,G
60.0,0.0,-20.0,80.0,165.719,G
80.0,0.0,-20.0,80.0,150.182,G
100.0,0.0,-20.0,80.0,127.700,G
120.0,0.0,-20.0,80.0,102.348,G
140.0,0.0,-20.0,80.0,79.520,G
160.0,0.0,-20.0,80.0,60.727,G
180.0,0.0,-20.0,80.0,46.479,G
200.0,0.0,-20.0,80.0,35.771,G
220.0,0.0,-20.0,80.0,27.709,G
240.0,0.0,-20.0,80.0,21.825,G
260.0,0.0,-20.0,80.0,17.452,G
280.0,0.0,-20.0,80.0,13.798,G
300.0,0.0,-20.0,80.0,11.121,G
320.0,0.0,-20.0,80.0,9.135,G
340.0,0.0,-20.0,80.0,7.424,G
360.0,0.0,-20.0,80.0,5.932,G
380.0,0.0,-20.0,80.0,4.790,G
400.0,0.0,-20.0,80.0,4.188,G
400.0,0.0,0.0,80.0,4.016,G
380.0,0.0,0.0,80.0,4.806,G
360.0,0.0,0.0,80.0,6.101,G
340.0,0.0,0.0,80.0,7.467,G
320.0,0.0,0.0,80.0,9.054,G
300.0,0.0,0.0,80.0,11.235,G
280.0,0.0,0.0,80.0,14.037,G
260.0,0.0,0.0,80.0,7.493,G
240.0,0.0,0.0,80.0,22.260,G
220.0,0.0,0.0,80.0,28.341,G
200.0,0.0,0.0,80.0,36.771,G
180.0,0.0,0.0,80.0,47.956,G
160.0,0.0,0.0,80.0,62.452,G
140.0,0.0,0.0,80.0,81.133,G
120.0,0.0,0.0,80.0,104.247,G
100.0,0.0,0.0,80.0,128.899,G
80.0,0.0,0.0,80.0,150.958,G
60.0,0.0,0.0,80.0,166.048,G
40.0,0.0,0.0,80.0,174.479,G
20.0,0.0,0.0,80.0,177.712,G
0.0,0.0,0.0,80.0,178.554,G
-20.0,0.0,0.0,80.0,178.047,G
-40.0,0.0,0.0,80.0,173.785,G
-60.0,0.0,0.0,80.0,164.812,G
-80.0,0.0,0.0,80.0,148.694,G
-100.0,0.0,0.0,80.0,125.786,G
-120.0,0.0,0.0,80.0,101.107,G
-140.0,0.0,0.0,80.0,78.531,G
-160.0,0.0,0.0,80.0,60.459,G
-180.0,0.0,0.0,80.0,46.370,G
-200.0,0.0,0.0,80.0,36.076,G
-220.0,0.0,0.0,80.0,28.145,G
-240.0,0.0,0.0,80.0,22.132,G
-260.0,0.0,0.0,80.0,17.480,G
-280.0,0.0,0.0,80.0,14.230,G
-300.0,0.0,0.0,80.0,11.371,G
-320.0,0.0,0.0,80.0,9.067,G
-340.0,0.0,0.0,80.0,7.430,G
-360.0,0.0,0.0,80.0,5.995,G
-380.0,0.0,0.0,80.0,5.046,G
-400.0,0.0,0.0,80.0,4.130,G
-400.0,0.0,20.0,80.0,4.017,G
-380.0,0.0,20.0,80.0,4.652,G
-360.0,0.0,20.0,80.0,6.031,G
-340.0,0.0,20.0,80.0,7.476,G
-320.0,0.0,20.0,80.0,9.196,G
-300.0,0.0,20.0,80.0,11.557,G
-280.0,0.0,20.0,80.0,14.292,G
-260.0,0.0,20.0,80.0,17.906,G
-240.0,0.0,20.0,80.0,22.444,G
-220.0,0.0,20.0,80.0,28.842,G
-200.0,0.0,20.0,80.0,36.888,G
-180.0,0.0,20.0,80.0,47.483,G
-160.0,0.0,20.0,80.0,62.121,G
-140.0,0.0,20.0,80.0,80.427,G
-120.0,0.0,20.0,80.0,103.085,G
-100.0,0.0,20.0,80.0,127.868,G
-80.0,0.0,20.0,80.0,150.347,G
-60.0,0.0,20.0,80.0,166.299,G
-40.0,0.0,20.0,80.0,175.492,G
-20.0,0.0,20.0,80.0,179.415,G
0.0,0.0,20.0,80.0,180.624,G
20.0,0.0,20.0,80.0,179.970,G
40.0,0.0,20.0,80.0,176.259,G
60.0,0.0,20.0,80.0,168.215,G
80.0,0.0,20.0,80.0,153.436,G
100.0,0.0,20.0,80.0,131.451,G
120.0,0.0,20.0,80.0,106.644,G
140.0,0.0,20.0,80.0,83.654,G
160.0,0.0,20.0,80.0,64.297,G
180.0,0.0,20.0,80.0,49.496,G
200.0,0.0,20.0,80.0,38.337,G
220.0,0.0,20.0,80.0,29.656,G
240.0,0.0,20.0,80.0,23.225,G
260.0,0.0,20.0,80.0,18.603,G
280.0,0.0,20.0,80.0,14.629,G
300.0,0.0,20.0,80.0,11.780,G
320.0,0.0,20.0,80.0,9.542,G
340.0,0.0,20.0,80.0,7.686,G
360.0,0.0,20.0,80.0,6.240,G
380.0,0.0,20.0,80.0,5.215,G
400.0,0.0,20.0,80.0,4.241,G
400.0,0.0,40.0,80.0,4.121,G
380.0,0.0,40.0,80.0,4.938,G
360.0,0.0,40.0,80.0,6.281,G
340.0,0.0,40.0,80.0,7.658,G
320.0,0.0,40.0,80.0,9.466,G
300.0,0.0,40.0,80.0,11.949,G
280.0,0.0,40.0,80.0,14.789,G
260.0,0.0,40.0,80.0,18.607,G
240.0,0.0,40.0,80.0,23.743,G
220.0,0.0,40.0,80.0,30.437,G
200.0,0.0,40.0,80.0,39.253,G
180.0,0.0,40.0,80.0,50.978,G
160.0,0.0,40.0,80.0,66.736,G
140.0,0.0,40.0,80.0,86.522,G
120.0,0.0,40.0,80.0,110.362,G
100.0,0.0,40.0,80.0,135.720,G
80.0,0.0,40.0,80.0,157.565,G
60.0,0.0,40.0,80.0,172.675,G
40.0,0.0,40.0,80.0,180.735,G
20.0,0.0,40.0,80.0,184.089,G
0.0,0.0,40.0,80.0,184.686,G
-20.0,0.0,40.0,80.0,184.076,G
-40.0,0.0,40.0,80.0,180.210,G
-60.0,0.0,40.0,80.0,171.656,G
-80.0,0.0,40.0,80.0,155.551,G
-100.0,0.0,40.0,80.0,132.495,G
-120.0,0.0,40.0,80.0,107.237,G
-140.0,0.0,40.0,80.0,83.867,G
-160.0,0.0,40.0,80.0,64.677,G
-180.0,0.0,40.0,80.0,49.655,G
-200.0,0.0,40.0,80.0,38.373,G
-220.0,0.0,40.0,80.0,29.769,G
-240.0,0.0,40.0,80.0,23.320,G
-260.0,0.0,40.0,80.0,18.532,G
-280.0,0.0,40.0,80.0,14.663,G
-300.0,0.0,40.0,80.0,1.920,G
-320.0,0.0,40.0,80.0,9.759,G
-340.0,0.0,40.0,80.0,7.779,G
-360.0,0.0,40.0,80.0,6.246,G
-380.0,0.0,40.0,80.0,5.179,G
-400.0,0.0,40.0,80.0,4.197,G
-400.0,0.0,60.0,80.0,4.017,G
-380.0,0.0,60.0,80.0,4.732,G
-360.0,0.0,60.0,80.0,6.069,G
-340.0,0.0,60.0,80.0,7.532,G
-320.0,0.0,60.0,80.0,9.326,G
-300.0,0.0,60.0,80.0,11.830,G
-280.0,0.0,60.0,80.0,14.658,G
-260.0,0.0,60.0,80.0,18.398,G
-240.0,0.0,60.0,80.0,23.582,G
-220.0,0.0,60.0,80.0,30.161,G
-200.0,0.0,60.0,80.0,39.379,G
-180.0,0.0,60.0,80.0,51.400,G
-160.0,0.0,60.0,80.0,67.670,G
-140.0,0.0,60.0,80.0,88.264,G
-120.0,0.0,60.0,80.0,113.603,G
-100.0,0.0,60.0,80.0,140.279,G
-80.0,0.0,60.0,80.0,164.212,G
-60.0,0.0,60.0,80.0,180.490,G
-40.0,0.0,60.0,80.0,188.910,G
-20.0,0.0,60.0,80.0,192.586,G
0.0,0.0,60.0,80.0,193.365,G
20.0,0.0,60.0,80.0,192.908,G
40.0,0.0,60.0,80.0,189.519,G
60.0,0.0,60.0,80.0,181.842,G
80.0,0.0,60.0,80.0,166.852,G
100.0,0.0,60.0,80.0,144.244,G
120.0,0.0,60.0,80.0,117.465,G
140.0,0.0,60.0,80.0,91.717,G
160.0,0.0,60.0,80.0,70.271,G
180.0,0.0,60.0,80.0,53.603,G
200.0,0.0,60.0,80.0,40.881,G
220.0,0.0,60.0,80.0,31.531,G
240.0,0.0,60.0,80.0,24.547,G
260.0,0.0,60.0,80.0,19.114,G
280.0,0.0,60.0,80.0,15.248,G
300.0,0.0,60.0,80.0,12.190,G
320.0,0.0,60.0,80.0,9.553,G
340.0,0.0,60.0,80.0,7.827,G
360.0,0.0,60.0,80.0,6.347,G
380.0,0.0,60.0,80.0,5.295,G
400.0,0.0,60.0,80.0,4.408,G
