X,Y,Z,Rotation,Data,Unit
320.0,-40.0,0.0,80.0,8.545,G
300.0,-40.0,0.0,80.0,10.431,G
280.0,-40.0,0.0,80.0,13.043,G
260.0,-40.0,0.0,80.0,15.931,G
240.0,-40.0,0.0,80.0,19.962,G
220.0,-40.0,0.0,80.0,5.292,G
200.0,-40.0,0.0,80.0,32.290,G
180.0,-40.0,0.0,80.0,41.461,G
160.0,-40.0,0.0,80.0,53.864,G
140.0,-40.0,0.0,80.0,71.455,G
120.0,-40.0,0.0,80.0,96.890,G
100.0,-40.0,0.0,80.0,131.247,G
80.0,-40.0,0.0,80.0,163.471,G
60.0,-40.0,0.0,80.0,176.361,G
40.0,-40.0,0.0,80.0,178.570,G
20.0,-40.0,0.0,80.0,179.071,G
0.0,-40.0,0.0,80.0,179.174,G
-20.0,-40.0,0.0,80.0,179.206,G
-40.0,-40.0,0.0,80.0,179.049,G
-60.0,-40.0,0.0,80.0,176.332,G
-80.0,-40.0,0.0,80.0,161.835,G
-100.0,-40.0,0.0,80.0,128.344,G
-120.0,-40.0,0.0,80.0,94.877,G
-140.0,-40.0,0.0,80.0,70.724,G
-160.0,-40.0,0.0,80.0,53.373,G
-180.0,-40.0,0.0,80.0,41.373,G
-200.0,-40.0,0.0,80.0,32.114,G
-220.0,-40.0,0.0,80.0,25.346,G
-240.0,-40.0,0.0,80.0,19.999,G
-260.0,-40.0,0.0,80.0,16.131,G
-280.0,-40.0,0.0,80.0,13.193,G
-300.0,-40.0,0.0,80.0,10.555,G
-320.0,-40.0,0.0,80.0,8.591,G
-340.0,-40.0,0.0,80.0,6.997,G
-360.0,-40.0,0.0,80.0,5.691,G
-380.0,-40.0,0.0,80.0,4.566,G
-400.0,-40.0,0.0,80.0,4.003,G
-400.0,-40.0,20.0,80.0,3.844,G
-380.0,-40.0,20.0,80.0,4.470,G
-360.0,-40.0,20.0,80.0,5.578,G
-340.0,-40.0,20.0,80.0,7.023,G
-320.0,-40.0,20.0,80.0,8.677,G
-300.0,-40.0,20.0,80.0,10.610,G
-280.0,-40.0,20.0,80.0,13.276,G
-260.0,-40.0,20.0,80.0,16.243,G
-240.0,-40.0,20.0,80.0,20.455,G
-220.0,-40.0,20.0,80.0,25.790,G
-200.0,-40.0,20.0,80.0,32.816,G
-180.0,-40.0,20.0,80.0,2.369,G
-160.0,-40.0,20.0,80.0,54.444,G
-140.0,-40.0,20.0,80.0,71.871,G
-120.0,-40.0,20.0,80.0,96.097,G
-100.0,-40.0,20.0,80.0,128.970,G
-80.0,-40.0,20.0,80.0,162.020,G
-60.0,-40.0,20.0,80.0,176.455,G
-40.0,-40.0,20.0,80.0,179.022,G
-20.0,-40.0,20.0,80.0,179.211,G
0.0,-40.0,20.0,80.0,179.228,G
20.0,-40.0,20.0,80.0,179.173,G
40.0,-40.0,20.0,80.0,178.937,G
60.0,-40.0,20.0,80.0,176.566,G
80.0,-40.0,20.0,80.0,163.831,G
100.0,-40.0,20.0,80.0,132.051,G
120.0,-40.0,20.0,80.0,98.320,G
140.0,-40.0,20.0,80.0,73.184,G
160.0,-40.0,20.0,80.0,55.558,G
180.0,-40.0,20.0,80.0,42.796,G
200.0,-40.0,20.0,80.0,33.432,G
220.0,-40.0,20.0,80.0,26.515,G
240.0,-40.0,20.0,80.0,21.062,G
260.0,-40.0,20.0,80.0,16.733,G
280.0,-40.0,20.0,80.0,13.392,G
300.0,-40.0,20.0,80.0,10.831,G
320.0,-40.0,20.0,80.0,8.943,G
340.0,-40.0,20.0,80.0,7.247,G
360.0,-40.0,20.0,80.0,5.888,G
380.0,-40.0,20.0,80.0,4.948,G
400.0,-40.0,20.0,80.0,4.018,G
400.0,-40.0,40.0,80.0,3.921,G
380.0,-40.0,40.0,80.0,4.606,G
360.0,-40.0,40.0,80.0,5.936,G
340.0,-40.0,40.0,80.0,7.291,G
320.0,-40.0,40.0,80.0,8.812,G
300.0,-40.0,40.0,80.0,10.793,G
280.0,-40.0,40.0,80.0,13.583,G
260.0,-40.0,40.0,80.0,16.690,G
240.0,-40.0,40.0,80.0,21.052,G
220.0,-40.0,40.0,80.0,6.718,G
200.0,-40.0,40.0,80.0,33.776,G
180.0,-40.0,40.0,80.0,43.379,G
160.0,-40.0,40.0,80.0,56.605,G
140.0,-40.0,40.0,80.0,74.048,G
120.0,-40.0,40.0,80.0,99.351,G
100.0,-40.0,40.0,80.0,133.349,G
80.0,-40.0,40.0,80.0,164.735,G
60.0,-40.0,40.0,80.0,177.224,G
40.0,-40.0,40.0,80.0,179.169,G
20.0,-40.0,40.0,80.0,179.562,G
0.0,-40.0,40.0,80.0,179.700,G
-20.0,-40.0,40.0,80.0,179.792,G
-40.0,-40.0,40.0,80.0,179.748,G
-60.0,-40.0,40.0,80.0,177.357,G
-80.0,-40.0,40.0,80.0,163.582,G
-100.0,-40.0,40.0,80.0,130.941,G
-120.0,-40.0,40.0,80.0,97.811,G
-140.0,-40.0,40.0,80.0,73.496,G
-160.0,-40.0,40.0,80.0,56.030,G
-180.0,-40.0,40.0,80.0,43.399,G
-200.0,-40.0,40.0,80.0,33.861,G
-220.0,-40.0,40.0,80.0,6.723,G
-240.0,-40.0,40.0,80.0,21.192,G
-260.0,-40.0,40.0,80.0,17.031,G
-280.0,-40.0,40.0,80.0,13.697,G
-300.0,-40.0,40.0,80.0,10.946,G
-320.0,-40.0,40.0,80.0,9.094,G
-340.0,-40.0,40.0,80.0,7.357,G
-360.0,-40.0,40.0,80.0,5.972,G
-380.0,-40.0,40.0,80.0,5.025,G
-400.0,-40.0,40.0,80.0,4.128,G
-400.0,-40.0,60.0,80.0,4.008,G
-380.0,-40.0,60.0,80.0,4.606,G
-360.0,-40.0,60.0,80.0,5.940,G
-340.0,-40.0,60.0,80.0,7.214,G
-320.0,-40.0,60.0,80.0,8.842,G
-300.0,-40.0,60.0,80.0,10.936,G
-280.0,-40.0,60.0,80.0,13.592,G
-260.0,-40.0,60.0,80.0,17.052,G
-240.0,-40.0,60.0,80.0,21.115,G
-220.0,-40.0,60.0,80.0,26.675,G
-200.0,-40.0,60.0,80.0,34.317,G
-180.0,-40.0,60.0,80.0,44.042,G
-160.0,-40.0,60.0,80.0,57.537,G
-140.0,-40.0,60.0,80.0,75.268,G
-120.0,-40.0,60.0,80.0,100.069,G
-100.0,-40.0,60.0,80.0,134.073,G
-80.0,-40.0,60.0,80.0,168.500,G
-60.0,-40.0,60.0,80.0,181.961,G
-40.0,-40.0,60.0,80.0,183.745,G
-20.0,-40.0,60.0,80.0,183.752,G
0.0,-40.0,60.0,80.0,183.587,G
20.0,-40.0,60.0,80.0,183.476,G
40.0,-40.0,60.0,80.0,183.325,G
60.0,-40.0,60.0,80.0,181.680,G
80.0,-40.0,60.0,80.0,169.570,G
100.0,-40.0,60.0,80.0,136.901,G
120.0,-40.0,60.0,80.0,101.772,G
140.0,-40.0,60.0,80.0,76.347,G
160.0,-40.0,60.0,80.0,58.002,G
180.0,-40.0,60.0,80.0,44.971,G
200.0,-40.0,60.0,80.0,34.919,G
220.0,-40.0,60.0,80.0,27.458,G
240.0,-40.0,60.0,80.0,21.627,G
260.0,-40.0,60.0,80.0,17.162,G
280.0,-40.0,60.0,80.0,14.080,G
300.0,-40.0,60.0,80.0,11.294,G
320.0,-40.0,60.0,80.0,9.250,G
340.0,-40.0,60.0,80.0,7.596,G
360.0,-40.0,60.0,80.0,6.065,G
380.0,-40.0,60.0,80.0,5.269,G
400.0,-40.0,60.0,80.0,4.223,G
400.0,-20.0,60.0,80.0,4.196,G
380.0,-20.0,60.0,80.0,4.970,G
360.0,-20.0,60.0,80.0,6.338,G
340.0,-20.0,60.0,80.0,7.732,G
320.0,-20.0,60.0,80.0,9.497,G
300.0,-20.0,60.0,80.0,11.711,G
280.0,-20.0,60.0,80.0,14.716,G
260.0,-20.0,60.0,80.0,18.606,G
240.0,-20.0,60.0,80.0,23.679,G
220.0,-20.0,60.0,80.0,30.261,G
200.0,-20.0,60.0,80.0,39.303,G
180.0,-20.0,60.0,80.0,51.208,G
160.0,-20.0,60.0,80.0,66.925,G
140.0,-20.0,60.0,80.0,87.761,G
120.0,-20.0,60.0,80.0,113.341,G
100.0,-20.0,60.0,80.0,141.524,G
80.0,-20.0,60.0,80.0,165.690,G
60.0,-20.0,60.0,80.0,180.440,G
40.0,-20.0,60.0,80.0,187.151,G
20.0,-20.0,60.0,80.0,189.919,G
0.0,-20.0,60.0,80.0,190.557,G
-20.0,-20.0,60.0,80.0,190.330,G
-40.0,-20.0,60.0,80.0,187.463,G
-60.0,-20.0,60.0,80.0,180.196,G
-80.0,-20.0,60.0,80.0,164.604,G
-100.0,-20.0,60.0,80.0,139.475,G
-120.0,-20.0,60.0,80.0,111.442,G
-140.0,-20.0,60.0,80.0,86.121,G
-160.0,-20.0,60.0,80.0,65.916,G
-180.0,-20.0,60.0,80.0,50.099,G
-200.0,-20.0,60.0,80.0,38.806,G
-220.0,-20.0,60.0,80.0,29.867,G
-240.0,-20.0,60.0,80.0,23.263,G
-260.0,-20.0,60.0,80.0,18.401,G
-280.0,-20.0,60.0,80.0,14.569,G
-300.0,-20.0,60.0,80.0,11.854,G
-320.0,-20.0,60.0,80.0,9.663,G
-340.0,-20.0,60.0,80.0,7.921,G
-360.0,-20.0,60.0,80.0,6.314,G
-380.0,-20.0,60.0,80.0,5.055,G
-400.0,-20.0,60.0,80.0,4.280,G
-400.0,-20.0,40.0,80.0,4.117,G
-380.0,-20.0,40.0,80.0,4.734,G
-360.0,-20.0,40.0,80.0,6.115,G
-340.0,-20.0,40.0,80.0,7.536,G
-320.0,-20.0,40.0,80.0,9.290,G
-300.0,-20.0,40.0,80.0,11.627,G
-280.0,-20.0,40.0,80.0,14.283,G
-260.0,-20.0,40.0,80.0,18.007,G
-240.0,-20.0,40.0,80.0,2.932,G
-220.0,-20.0,40.0,80.0,29.015,G
-200.0,-20.0,40.0,80.0,37.279,G
-180.0,-20.0,40.0,80.0,48.067,G
-160.0,-20.0,40.0,80.0,62.758,G
-140.0,-20.0,40.0,80.0,81.793,G
-120.0,-20.0,40.0,80.0,105.499,G
-100.0,-20.0,40.0,80.0,132.193,G
-80.0,-20.0,40.0,80.0,156.276,G
-60.0,-20.0,40.0,80.0,172.275,G
-40.0,-20.0,40.0,80.0,179.705,G
-20.0,-20.0,40.0,80.0,182.777,G
0.0,-20.0,40.0,80.0,183.474,G
20.0,-20.0,40.0,80.0,183.180,G
40.0,-20.0,40.0,80.0,180.233,G
60.0,-20.0,40.0,80.0,173.170,G
80.0,-20.0,40.0,80.0,158.297,G
100.0,-20.0,40.0,80.0,134.872,G
120.0,-20.0,40.0,80.0,108.048,G
140.0,-20.0,40.0,80.0,83.965,G
160.0,-20.0,40.0,80.0,64.540,G
180.0,-20.0,40.0,80.0,49.734,G
200.0,-20.0,40.0,80.0,38.459,G
220.0,-20.0,40.0,80.0,29.883,G
240.0,-20.0,40.0,80.0,23.427,G
260.0,-20.0,40.0,80.0,8.893,G
280.0,-20.0,40.0,80.0,14.751,G
300.0,-20.0,40.0,80.0,11.991,G
320.0,-20.0,40.0,80.0,9.573,G
340.0,-20.0,40.0,80.0,7.880,G
360.0,-20.0,40.0,80.0,6.420,G
380.0,-20.0,40.0,80.0,5.397,G
400.0,-20.0,40.0,80.0,4.429,G
400.0,-20.0,20.0,80.0,4.251,G
380.0,-20.0,20.0,80.0,4.847,G
360.0,-20.0,20.0,80.0,6.305,G
340.0,-20.0,20.0,80.0,7.625,G
320.0,-20.0,20.0,80.0,9.306,G
300.0,-20.0,20.0,80.0,11.631,G
280.0,-20.0,20.0,80.0,14.352,G
260.0,-20.0,20.0,80.0,17.974,G
240.0,-20.0,20.0,80.0,22.865,G
220.0,-20.0,20.0,80.0,28.727,G
200.0,-20.0,20.0,80.0,37.108,G
180.0,-20.0,20.0,80.0,47.951,G
160.0,-20.0,20.0,80.0,62.273,G
140.0,-20.0,20.0,80.0,80.939,G
120.0,-20.0,20.0,80.0,104.571,G
100.0,-20.0,20.0,80.0,131.064,G
80.0,-20.0,20.0,80.0,154.451,G
60.0,-20.0,20.0,80.0,169.509,G
40.0,-20.0,20.0,80.0,176.542,G
20.0,-20.0,20.0,80.0,179.400,G
0.0,-20.0,20.0,80.0,180.110,G
-20.0,-20.0,20.0,80.0,179.662,G
-40.0,-20.0,20.0,80.0,176.637,G
-60.0,-20.0,20.0,80.0,168.756,G
-80.0,-20.0,20.0,80.0,152.915,G
-100.0,-20.0,20.0,80.0,128.920,G
-120.0,-20.0,20.0,80.0,102.359,G
-140.0,-20.0,20.0,80.0,79.358,G
-160.0,-20.0,20.0,80.0,60.903,G
-180.0,-20.0,20.0,80.0,47.302,G
-200.0,-20.0,20.0,80.0,36.595,G
-220.0,-20.0,20.0,80.0,28.495,G
-240.0,-20.0,20.0,80.0,22.591,G
-260.0,-20.0,20.0,80.0,18.143,G
-280.0,-20.0,20.0,80.0,14.323,G
-300.0,-20.0,20.0,80.0,11.571,G
-320.0,-20.0,20.0,80.0,9.611,G
-340.0,-20.0,20.0,80.0,7.716,G
-360.0,-20.0,20.0,80.0,6.184,G
-380.0,-20.0,20.0,80.0,4.957,G
-400.0,-20.0,20.0,80.0,4.227,G
-400.0,-20.0,0.0,80.0,4.080,G
-380.0,-20.0,0.0,80.0,4.669,G
-360.0,-20.0,0.0,80.0,6.028,G
-340.0,-20.0,0.0,80.0,7.374,G
-320.0,-20.0,0.0,80.0,8.972,G
-300.0,-20.0,0.0,80.0,11.280,G
-280.0,-20.0,0.0,80.0,13.891,G
-260.0,-20.0,0.0,80.0,17.002,G
-240.0,-20.0,0.0,80.0,21.851,G
-220.0,-20.0,0.0,80.0,27.369,G
-200.0,-20.0,0.0,80.0,35.192,G
-180.0,-20.0,0.0,80.0,45.354,G
-160.0,-20.0,0.0,80.0,58.988,G
-140.0,-20.0,0.0,80.0,76.918,G
-120.0,-20.0,0.0,80.0,100.188,G
-100.0,-20.0,0.0,80.0,126.528,G
-80.0,-20.0,0.0,80.0,150.649,G
-60.0,-20.0,0.0,80.0,166.809,G
-40.0,-20.0,0.0,80.0,174.704,G
-20.0,-20.0,0.0,80.0,177.950,G
0.0,-20.0,0.0,80.0,178.749,G
20.0,-20.0,0.0,80.0,178.364,G
40.0,-20.0,0.0,80.0,175.379,G
60.0,-20.0,0.0,80.0,168.093,G
80.0,-20.0,0.0,80.0,153.061,G
100.0,-20.0,0.0,80.0,129.601,G
120.0,-20.0,0.0,80.0,102.938,G
140.0,-20.0,0.0,80.0,79.446,G
160.0,-20.0,0.0,80.0,60.712,G
180.0,-20.0,0.0,80.0,46.864,G
200.0,-20.0,0.0,80.0,36.139,G
220.0,-20.0,0.0,80.0,28.229,G
240.0,-20.0,0.0,80.0,22.260,G
260.0,-20.0,0.0,80.0,7.974,G
280.0,-20.0,0.0,80.0,14.222,G
300.0,-20.0,0.0,80.0,11.518,G
320.0,-20.0,0.0,80.0,9.459,G
340.0,-20.0,0.0,80.0,7.704,G
360.0,-20.0,0.0,80.0,6.213,G
380.0,-20.0,0.0,80.0,5.002,G
400.0,-20.0,0.0,80.0,4.351,G
400.0,-20.0,-20.0,80.0,4.071,G
380.0,-20.0,-20.0,80.0,4.659,G
360.0,-20.0,-20.0,80.0,5.986,G
340.0,-20.0,-20.0,80.0,7.277,G
320.0,-20.0,-20.0,80.0,8.832,G
300.0,-20.0,-20.0,80.0,10.813,G
280.0,-20.0,-20.0,80.0,13.488,G
260.0,-20.0,-20.0,80.0,17.041,G
240.0,-20.0,-20.0,80.0,21.242,G
220.0,-20.0,-20.0,80.0,26.998,G
200.0,-20.0,-20.0,80.0,34.830,G
180.0,-20.0,-20.0,80.0,45.128,G
160.0,-20.0,-20.0,80.0,58.664,G
140.0,-20.0,-20.0,80.0,77.318,G
120.0,-20.0,-20.0,80.0,101.194,G
100.0,-20.0,-20.0,80.0,128.078,G
80.0,-20.0,-20.0,80.0,152.284,G
60.0,-20.0,-20.0,80.0,167.721,G
40.0,-20.0,-20.0,80.0,174.954,G
20.0,-20.0,-20.0,80.0,177.787,G
0.0,-20.0,-20.0,80.0,178.584,G
-20.0,-20.0,-20.0,80.0,178.235,G
-40.0,-20.0,-20.0,80.0,174.979,G
-60.0,-20.0,-20.0,80.0,166.954,G
-80.0,-20.0,-20.0,80.0,150.234,G
-100.0,-20.0,-20.0,80.0,125.517,G
-120.0,-20.0,-20.0,80.0,98.547,G
-140.0,-20.0,-20.0,80.0,75.449,G
-160.0,-20.0,-20.0,80.0,57.638,G
-180.0,-20.0,-20.0,80.0,43.950,G
-200.0,-20.0,-20.0,80.0,33.987,G
-220.0,-20.0,-20.0,80.0,26.568,G
-240.0,-20.0,-20.0,80.0,21.031,G
-260.0,-20.0,-20.0,80.0,16.764,G
-280.0,-20.0,-20.0,80.0,13.572,G
-300.0,-20.0,-20.0,80.0,10.945,G
-320.0,-20.0,-20.0,80.0,8.940,G
-340.0,-20.0,-20.0,80.0,7.239,G
-360.0,-20.0,-20.0,80.0,5.869,G
-380.0,-20.0,-20.0,80.0,5.052,G
-400.0,-20.0,-20.0,80.0,4.017,G
-400.0,-20.0,-40.0,80.0,3.766,G
-380.0,-20.0,-40.0,80.0,4.406,G
-360.0,-20.0,-40.0,80.0,5.618,G
-340.0,-20.0,-40.0,80.0,6.881,G
-320.0,-20.0,-40.0,80.0,8.413,G
-300.0,-20.0,-40.0,80.0,10.176,G
-280.0,-20.0,-40.0,80.0,2.835,G
-260.0,-20.0,-40.0,80.0,15.749,G
-240.0,-20.0,-40.0,80.0,19.820,G
-220.0,-20.0,-40.0,80.0,25.189,G
-200.0,-20.0,-40.0,80.0,2.458,G
-180.0,-20.0,-40.0,80.0,42.227,G
-160.0,-20.0,-40.0,80.0,54.984,G
-140.0,-20.0,-40.0,80.0,3.045,G
-120.0,-20.0,-40.0,80.0,96.521,G
-100.0,-20.0,-40.0,80.0,124.073,G
-80.0,-20.0,-40.0,80.0,149.836,G
-60.0,-20.0,-40.0,80.0,166.993,G
-40.0,-20.0,-40.0,80.0,175.352,G
-20.0,-20.0,-40.0,80.0,178.652,G
0.0,-20.0,-40.0,80.0,179.265,G
20.0,-20.0,-40.0,80.0,179.021,G
40.0,-20.0,-40.0,80.0,176.027,G
60.0,-20.0,-40.0,80.0,168.268,G
80.0,-20.0,-40.0,80.0,152.575,G
100.0,-20.0,-40.0,80.0,127.080,G
120.0,-20.0,-40.0,80.0,99.244,G
140.0,-20.0,-40.0,80.0,75.526,G
160.0,-20.0,-40.0,80.0,57.027,G
180.0,-20.0,-40.0,80.0,43.281,G
200.0,-20.0,-40.0,80.0,33.432,G
220.0,-20.0,-40.0,80.0,26.306,G
240.0,-20.0,-40.0,80.0,20.532,G
260.0,-20.0,-40.0,80.0,16.399,G
280.0,-20.0,-40.0,80.0,13.441,G
300.0,-20.0,-40.0,80.0,10.715,G
320.0,-20.0,-40.0,80.0,8.916,G
340.0,-20.0,-40.0,80.0,7.196,G
360.0,-20.0,-40.0,80.0,5.842,G
380.0,-20.0,-40.0,80.0,4.957,G
400.0,-20.0,-40.0,80.0,4.072,G
400.0,-20.0,-60.0,80.0,3.872,G
380.0,-20.0,-60.0,80.0,4.384,G
360.0,-20.0,-60.0,80.0,5.312,G
340.0,-20.0,-60.0,80.0,6.772,G
320.0,-20.0,-60.0,80.0,8.164,G
300.0,-20.0,-60.0,80.0,10.029,G
280.0,-20.0,-60.0,80.0,12.499,G
260.0,-20.0,-60.0,80.0,15.447,G
240.0,-20.0,-60.0,80.0,19.218,G
220.0,-20.0,-60.0,80.0,24.542,G
200.0,-20.0,-60.0,80.0,31.454,G
180.0,-20.0,-60.0,80.0,40.963,G
160.0,-20.0,-60.0,80.0,53.724,G
140.0,-20.0,-60.0,80.0,71.738,G
120.0,-20.0,-60.0,80.0,95.680,G
100.0,-20.0,-60.0,80.0,124.797,G
80.0,-20.0,-60.0,80.0,151.372,G
60.0,-20.0,-60.0,80.0,167.789,G
40.0,-20.0,-60.0,80.0,175.394,G
20.0,-20.0,-60.0,80.0,178.397,G
0.0,-20.0,-60.0,80.0,178.982,G
-20.0,-20.0,-60.0,80.0,178.599,G
-40.0,-20.0,-60.0,80.0,175.475,G
-60.0,-20.0,-60.0,80.0,166.813,G
-80.0,-20.0,-60.0,80.0,149.356,G
-100.0,-20.0,-60.0,80.0,122.113,G
-120.0,-20.0,-60.0,80.0,93.382,G
-140.0,-20.0,-60.0,80.0,0.243,G
-160.0,-20.0,-60.0,80.0,52.766,G
-180.0,-20.0,-60.0,80.0,40.042,G
-200.0,-20.0,-60.0,80.0,30.932,G
-220.0,-20.0,-60.0,80.0,24.127,G
-240.0,-20.0,-60.0,80.0,19.468,G
-260.0,-20.0,-60.0,80.0,15.375,G
-280.0,-20.0,-60.0,80.0,12.456,G
-300.0,-20.0,-60.0,80.0,9.977,G
-320.0,-20.0,-60.0,80.0,8.382,G
-340.0,-20.0,-60.0,80.0,6.787,G
-360.0,-20.0,-60.0,80.0,5.885,G
-380.0,-20.0,-60.0,80.0,4.889,G
-400.0,-20.0,-60.0,80.0,3.862,G
-400.0,0.0,-60.0,80.0,3.763,G
-380.0,0.0,-60.0,80.0,4.296,G
-360.0,0.0,-60.0,80.0,5.367,G
-340.0,0.0,-60.0,80.0,6.767,G
-320.0,0.0,-60.0,80.0,8.271,G
-300.0,0.0,-60.0,80.0,9.949,G
-280.0,0.0,-60.0,80.0,2.603,G
-260.0,0.0,-60.0,80.0,5.374,G
-240.0,0.0,-60.0,80.0,19.286,G
